815,101100805,河津
816,101100806,新绛
817,101100807,绛县
818,101100808,闻喜
819,101100809,垣曲
820,101100810,永济
821,101100811,芮城
822,101100812,夏县
823,101100813,平陆
824,101100814,盐湖
825,101100901,朔州
826,101100902,平鲁
827,101100903,山阴
828,101100904,右玉
829,101100905,应县
830,101100906,怀仁
831,101100907,朔城
832,101101001,忻州
833,101101002,定襄
834,101101003,五台县
835,101101004,河曲
836,101101005,偏关
837,101101006,神池
838,101101007,宁武
839,101101008,代县
840,101101009,繁峙
841,101101010,五台山
842,101101011,保德
843,101101012,静乐
844,101101013,岢岚
845,101101014,五寨
846,101101015,原平
847,101101016,忻府
848,101101100,吕梁
849,101101101,离石
850,101101102,临县
851,101101103,兴县
852,101101104,岚县
853,101101105,柳林
854,101101106,石楼
855,101101107,方山
856,101101108,交口
857,101101109,中阳
858,101101110,孝义
859,101101111,汾阳
860,101101112,文水
861,101101113,交城
862,101110101,西安
863,101110102,长安
864,101110103,临潼
865,101110104,蓝田
866,101110105,周至
867,101110106,鄠邑
868,101110107,高陵
869,101110108,新城
870,101110109,碑林
871,101110110,莲湖
872,101110111,灞桥
873,101110112,未央
874,101110113,雁塔
875,101110114,阎良
876,101110200,咸阳
877,101110201,三原
878,101110202,礼泉
879,101110203,永寿
880,101110204,淳化
881,101110205,泾阳
882,101110206,武功
883,101110207,乾县
884,101110208,彬州
885,101110209,长武
886,101110210,旬邑
887,101110211,兴平
888,101110212,秦都
889,101110213,渭城
890,101110300,延安
891,101110301,延长
892,101110302,延川
893,101110303,子长
894,101110304,宜川
895,101110305,富县
896,101110306,志丹
897,101110307,安塞
898,101110308,甘泉
899,101110309,洛川
900,101110310,黄陵
901,101110311,黄龙
902,101110312,吴起
903,101110313,宝塔
904,101110401,榆林
905,101110402,府谷
906,101110403,神木
907,101110404,佳县
908,101110405,定边
909,101110406,靖边
910,101110407,横山
911,101110408,米脂
912,101110409,子洲
913,101110410,绥德
914,101110411,吴堡
915,101110412,清涧
916,101110413,榆阳
917,101110501,渭南
918,101110503,潼关
919,101110504,大荔
920,101110505,白水
921,101110506,富平
922,101110507,蒲城
923,101110508,澄城
924,101110509,合阳
925,101110510,韩城
926,101110511,华阴
927,101110512,临渭
928,101110513,华州
929,101110601,商洛
930,101110602,洛南
931,101110603,柞水
932,101110604,商州
933,101110605,镇安
934,101110606,丹凤
935,101110607,商南
936,101110608,山阳
937,101110701,安康
938,101110702,紫阳
939,101110703,石泉
940,101110704,汉阴
941,101110705,旬阳
942,101110706,岚皋
943,101110707,平利
944,101110708,白河
945,101110709,镇坪
946,101110710,宁陕
947,101110711,汉滨
948,101110801,汉中
949,101110802,略阳
950,101110803,勉县
951,101110804,留坝
952,101110805,洋县
953,101110806,城固
954,101110807,西乡
955,101110808,佛坪
956,101110809,宁强
957,101110810,南郑
958,101110811,镇巴
959,101110812,汉台
960,101110901,宝鸡
961,101110902,渭滨
962,101110903,千阳
963,101110904,麟游
964,101110905,岐山
965,101110906,凤翔
966,101110907,扶风
967,101110908,眉县
968,101110909,太白
969,101110910,凤县
970,101110911,陇县
971,101110912,陈仓
972,101110913,金台
973,101111001,铜川
974,101111003,宜君
975,101111004,耀州
976,101111005,王益
977,101111006,印台
978,101111101,杨凌
979,101111102,杨陵
980,101120101,济南
981,101120102,长清
982,101120103,商河
983,101120104,章丘
984,101120105,平阴
985,101120106,济阳
986,101120107,历下
987,101120108,市中
988,101120109,槐荫
989,101120110,天桥
990,101120111,历城
991,101120201,青岛
992,101120202,崂山
993,101120203,市南
994,101120204,即墨
995,101120205,胶州
996,101120206,黄岛
997,101120207,莱西
998,101120208,平度
999,101120209,市北
1000,101120210,李沧
1001,101120211,城阳
1002,101120301,淄博
1003,101120302,淄川
1004,101120303,博山
1005,101120304,高青
1006,101120305,周村
1007,101120306,沂源
1008,101120307,桓台
1009,101120308,临淄
1010,101120309,张店
1011,101120401,德州
1012,101120402,武城
1013,101120403,临邑
1014,101120404,陵城
1015,101120405,齐河
1016,101120406,乐陵
1017,101120407,庆云
1018,101120408,平原
1019,101120409,宁津
1020,101120410,夏津
1021,101120411,禹城
1022,101120412,德城
1023,101120413,陵城
1024,101120501,烟台
1025,101120502,莱州
1026,101120503,长岛
1027,101120504,蓬莱
1028,101120505,龙口
